,Business ID,Total Check-Ins,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,Name,City,State,Category,Rating,Review Count
1058,sKA6EOpxvBtCg7Ipuhl1RQ,803,83,70,80,74,80,68,66,83,58,56,52,33,Sapporo Revolving Sushi,Las Vegas,NV, sushi conveyorsushi,4.5,1151.0
1060,sNVGdeOPeitJ3OWUQBINzQ,364,28,30,34,28,24,32,40,38,28,29,40,13,BabyStacks Cafe,Las Vegas,NV, breakfast_brunch cafes filipino,4.0,1542.0
1061,saijdv-vXJrvsCfvr7SZOw,458,45,23,60,39,32,27,52,45,51,25,44,15,Katsuya,Toronto,ON, japanese asianfusion,4.5,403.0
1063,siuAD-vFRYAjozc332wq3g,214,11,31,9,27,26,25,20,21,22,15,6,1,Americana,Las Vegas,NV, newamerican,4.5,535.0
1064,sjJOsKnXxsQodXMr1i8fsg,206,11,16,9,10,13,28,33,27,20,11,16,12,Levi's Jeans at Toronto Eaton Center,Toronto,ON, shoppingcenters,3.5,287.0
1065,sk0stgY4NDJYOX1MbNJ3Pg,744,103,92,132,69,27,40,17,32,83,57,76,16,T-Mobile Arena - Temporarily Closed,Las Vegas,NV, stadiumsarenas musicvenues,3.5,588.0
1066,sn5oL6Cd2l2IoTGk-M-FBg,548,0,28,158,79,78,48,38,42,31,25,13,8,Sizzle Hut,Las Vegas,NV, japanese steak seafood,4.0,137.0
1068,spCzs32TMQpRCJbJfArZng,285,24,28,21,25,36,23,33,28,26,16,21,4,IKEA - Cafe,Las Vegas,NV, cafeteria,3.5,215.0
1069,sqRX-XLlhx4rs2c1TpBf8A,329,31,28,27,25,27,28,22,44,23,27,32,15,Raku,Las Vegas,NV, japanese,4.5,1639.0
1071,svdEhLmNmpVaIv1WLtoOvQ,309,27,19,34,29,32,23,30,22,23,26,23,21,Tacos & Beer,Las Vegas,NV, bars mexican latin,4.5,1509.0
1072,szL4LjaGZpmsLjQ5ALmaQA,244,17,33,22,22,18,20,14,19,17,22,27,13,Starbucks,Las Vegas,NV, coffee,2.5,169.0
1074,t-o_Sraneime4DDhWrQRBA,977,65,92,61,91,73,89,102,80,112,75,95,42,Wynn Las Vegas,Las Vegas,NV, hotels casinos resorts,4.0,3138.0
1078,tdE6kTpUMXWjrGicRrGuqQ,246,0,0,0,6,99,45,52,30,14,0,0,0,Captain6 Seafood House,Las Vegas,NV, seafood,4.5,110.0
1079,tft6AyqfmqUidwY75dIwMA,544,0,0,0,2,130,85,77,66,72,54,36,22,Black Rock Coffee Bar,Las Vegas,NV, coffee,4.5,179.0
1080,tgFQQ4AK42geNLEMEioPeQ,372,0,0,0,0,0,0,159,74,44,23,42,30,Kura Revolving Sushi Bar,Las Vegas,NV, sushi conveyorsushi,3.5,230.0
1082,tox8x-lk9KNmGSq-fuNH9Q,927,116,63,83,110,89,81,93,63,77,72,65,15,TSAOCAA TEA SHOP,Las Vegas,NV, bubbletea tea,4.0,257.0
1083,u-3exVNGKE0iJ7nnxS3BbA,396,36,49,48,23,34,50,39,30,25,33,19,10,Cloud Tea,Las Vegas,NV, coffee juicebars bubbletea,4.5,268.0
1089,uGupeWqih0yIcCg8anM1PA,1009,119,103,119,85,67,90,86,72,71,76,92,29,The Palazzo Las Vegas,Las Vegas,NV, hotels casinos resorts,4.0,2771.0
1090,uHUcYpGlcdlu5m7oiZGY6w,215,7,11,22,24,26,23,24,21,16,11,24,6,Max's Restaurant,Las Vegas,NV, filipino seafood breakfast_brunch,3.5,506.0
1091,uI-dbKk_9cUen7pi3-16Sg,209,25,15,21,23,15,15,19,19,18,16,17,6,BJ's Restaurant & Brewhouse,Las Vegas,NV, newamerican breweries pizza,3.5,764.0
1092,uJ5vD6cY3K9Fi1Yh5WlAHQ,380,31,31,35,31,33,34,33,34,34,33,36,15,Albertsons,Las Vegas,NV, drugstores,3.5,64.0
1093,uKONHIVGg_qzpDb3mfTvwA,215,14,26,35,25,20,21,18,11,13,21,8,3,Sabor Latin Street Grill - Uptown,Charlotte,NC, latin,4.0,75.0
1097,uW6UHfONAmm8QttPkbMewQ,545,41,40,48,53,62,61,59,64,32,38,34,13,Island Flavor,Las Vegas,NV, hawaiian,4.0,1963.0
1098,u_vPjx925UPEG9DFOAAvFQ,603,54,68,56,45,50,61,73,42,41,41,54,18,Flamingo Las Vegas Hotel & Casino - Temporarily Closed,Las Vegas,NV, hotels casinos,2.5,3976.0
1099,uanCi4OGc1mHLGl_AT4JhQ,463,35,36,47,48,29,46,44,46,31,32,51,18,Treasure Island,Las Vegas,NV, hotels casinos,3.0,2744.0
1101,uf1Bw8r7f0TFh5drTk_98w,391,55,43,44,24,45,28,18,19,36,28,21,30,Smoked Burgers & BBQ,Las Vegas,NV, bbq burgers cocktailbars,4.5,245.0
1103,uh7DUWtPoZkuEE05fghJ_w,350,42,24,33,33,30,33,20,24,25,36,35,15,Beauty & Essex,Las Vegas,NV, newamerican bars,4.0,1133.0
1104,ujHiaprwCQ5ewziu0Vi9rw,404,49,39,37,31,40,33,33,41,24,27,37,13,The Buffet at Bellagio - Temporarily Closed,Las Vegas,NV, buffets newamerican,3.5,4705.0
1109,uokw7AloQMifp_ePtVdvQg,433,0,0,0,0,0,0,0,0,0,218,178,37,Toasted Gastrobrunch,Las Vegas,NV, breakfast_brunch,4.5,313.0
1112,uuGL8diLlHfeUeFuod3F-w,608,77,63,89,95,88,36,40,36,25,27,27,5,Tom's Urban - Temporarily Closed,Las Vegas,NV, newamerican sportsbars gastropubs,3.5,2082.0
1115,v1AE1LLWDOqe8ubOzqKADg,206,20,22,23,15,24,12,13,20,17,15,16,9,The Original Sunrise Cafe,Las Vegas,NV, breakfast_brunch tradamerican bagels,4.5,1075.0
1117,vD5q-79aiIxeI_H8n4PFcA,237,0,32,51,36,19,20,17,13,13,18,13,5,Sapporo Japanese Steakhouse & Revolving Sushi,Las Vegas,NV, conveyorsushi teppanyaki steak,4.0,304.0
1118,vHz2RLtfUMVRPFmd7VBEHA,1974,169,141,204,144,168,172,200,188,181,163,181,63,Gordon Ramsay Hell's Kitchen - Temporarily Closed,Las Vegas,NV, newamerican,4.5,5262.0
1120,vT812nRctS62PVxUverayw,252,21,31,24,22,12,28,24,21,29,22,15,3,Mordeo Boutique Wine Bar,Las Vegas,NV, wine_bars tapasmallplates spanish,4.5,392.0
1122,vl1aHp6pvnSmpoRQShWLjg,272,28,25,31,20,32,18,23,26,19,23,23,4,Lucille's Smokehouse Bar-B-Que,Las Vegas,NV, bbq southern smokehouse,3.5,790.0
1123,vnvQ0lD9MDje2DFde9PKQA,210,12,14,14,29,20,27,22,18,31,7,9,7,Elara by Hilton Grand Vacations - Center Strip,Las Vegas,NV, hotels,3.5,1040.0
1125,vx4YAA02Qz6khRD1fZ1MFA,372,42,28,35,35,29,33,34,33,29,31,36,7,Ping Pang Pong,Las Vegas,NV, dimsum seafood cantonese,3.5,1254.0
1126,vyzfT3_KzLi8WmInwIVPeg,616,7,43,48,45,36,66,56,46,66,93,78,32,Vegas Discount Nutrition Megastore,Las Vegas,NV, vitaminssupplements healthmarkets,4.5,191.0
1127,w-As0KSwy8pqMClOea-NLQ,476,34,41,50,56,40,39,58,27,35,35,48,13,The Mob Museum,Las Vegas,NV, museums,4.5,1221.0
1128,wJft0Y8B9plFJcfibQl1wg,1727,252,173,185,140,145,132,148,133,117,120,147,35,Eataly - Temporarily Closed,Las Vegas,NV, italian,3.5,869.0
1129,wPGjrXl1W0Bb8m2L7nBAew,328,37,26,31,30,34,19,22,29,18,43,22,17,Pho King Vietnamese Kitchen,Las Vegas,NV, vietnamese soup,4.5,387.0
1140,wkKlpSx3OcoGJiv7p8VZzw,803,107,115,73,73,116,83,79,73,29,22,21,12,Sparrow + Wolf,Las Vegas,NV, newamerican,4.5,748.0
1141,wl31Y12nicmMYjJlUR7VmQ,2124,0,0,0,311,763,241,187,169,145,117,134,57,Tea Maison,Las Vegas,NV, juicebars bubbletea coffee,4.5,217.0
1142,wlo2bgI8ppQx-0-nzOGvJQ,298,30,31,35,31,28,26,31,28,17,10,27,4,Honeymee,Las Vegas,NV, desserts icecream,4.0,117.0
1143,wmId49_BwzfWd3ww6GDMeA,261,32,22,22,13,20,28,22,31,21,17,29,4,"Cleaver -  Butchered Meats, Seafood & Cocktails",Las Vegas,NV, steak seafood cocktailbars,4.5,396.0
1145,wpnLPAnkMEb1NpC3xiD_qg,309,25,19,21,28,23,32,28,38,37,29,25,4,Aloha Specialties,Las Vegas,NV, hawaiian japanese asianfusion,4.0,768.0
1146,wuQDMDlqM17jQNo0lYQZ7g,223,17,18,30,20,26,18,26,18,25,11,9,5,Park on Fremont,Las Vegas,NV, newamerican lounges breakfast_brunch,4.0,1395.0
1147,x1bRIbodhd1AmYa0UAJwZw,375,44,38,56,34,34,23,26,27,27,31,29,6,Bad Owl Coffee Roasters,Las Vegas,NV, coffeeroasteries coffee breakfast_brunch,4.0,334.0
1152,xB7bsOpJbnK9nHEZw1ARDg,538,44,37,71,46,50,52,68,42,46,42,24,16,Napoli Pizzeria,Las Vegas,NV, pizza chicken_wings sandwiches,3.5,674.0
1155,xOd7QPtJvFlUPj2dcvMIGw,241,1,26,30,24,25,29,23,17,29,16,13,8,Barcelona Wine Bar Charlotte,Charlotte,NC, tapas tapasmallplates wine_bars,4.5,319.0
1157,xVEtGucSRLk5pxxN0t4i6g,364,29,29,31,49,38,32,24,33,21,32,27,19,Eiffel Tower,Las Vegas,NV, french steak cocktailbars,4.0,2162.0
1158,xX0kAVShr7UT5nY2YRYIGg,240,34,37,24,22,21,20,19,21,16,15,8,3,Las Vegas Athletic Club,Las Vegas,NV, gyms healthtrainers cardioclasses,3.0,89.0
1160,xaJS4YP0lISl2V5z2qA3GQ,804,58,54,75,56,63,80,68,91,65,86,84,24,Costco,Las Vegas,NV, wholesale_stores,4.0,359.0
1161,xfWdUmrz2ha3rcigyITV0g,1318,116,120,107,136,106,131,132,114,91,100,123,42,Gordon Ramsay Burger - Temporarily Closed,Las Vegas,NV, burgers,4.0,3263.0
1165,xnVkYE3iMp_aZniiCIuD0g,215,3,23,28,13,23,20,26,22,19,16,16,6,AmeriBrunch Cafe,Las Vegas,NV, coffee breakfast_brunch tradamerican,4.5,465.0
1166,xnu43HypkYDuawBEHYn0qA,264,25,22,28,24,29,22,24,22,12,25,23,8,The Beef Jerky Store,Las Vegas,NV, gourmet,4.5,216.0
1167,xtYiHTmunjfCN2sUaQxBjA,661,73,47,58,36,69,57,27,59,58,93,57,27,Rio All-Suite Hotel & Casino - Temporarily Closed,Las Vegas,NV, hotels casinos,2.5,2930.0
1170,y4ETe3DkcIjjr_eyeg5U5g,307,34,24,41,32,27,32,23,21,25,21,24,3,Cornish Pasty,Las Vegas,NV, british pubs,4.5,1116.0
1171,y61xPS0NXp6X8N6F6OQtQg,256,45,39,39,14,38,14,15,11,8,12,12,9,Chanko Shabu & Bar,Las Vegas,NV, japanese bars hotpot,4.5,163.0
1172,y7TV2trR4B9sbgXtyrqv8Q,276,18,10,21,23,26,31,37,29,23,16,27,15,Lucky Penny,Las Vegas,NV, breakfast_brunch steak tradamerican,4.0,300.0
1173,y8d90Pt16Nip-B5UXWBP-w,307,27,28,33,26,26,29,28,39,21,16,27,7,Yard House,Las Vegas,NV, newamerican vegetarian bars,4.0,1100.0
1174,y9ukbhhyYC2qrPSS9eWh5Q,206,17,16,19,23,12,15,18,25,19,11,20,11,The Cromwell - Las Vegas - Temporarily Closed,Las Vegas,NV, casinos,3.5,578.0
1177,yQS7bWaBhhGZJ1zeXku4yA,281,41,15,29,19,30,15,15,28,31,24,24,10,Imm Thai Kitchen,Toronto,ON, thai noodles,4.5,101.0
1178,yQab5dxZzgBLTEHCw9V7_w,4118,317,329,361,347,390,372,368,402,360,398,305,169,Charlotte Douglas International Airport,Charlotte,NC, airports,3.5,2235.0
1181,ybHlmdUHLPKfv85bRK4Wtw,603,74,66,54,60,72,57,39,39,43,44,41,14,Grouchy John's Coffee,Las Vegas,NV, coffee breakfast_brunch bagels,4.5,1195.0
1183,yfxDa8RFOvJPQh0rNtakHA,761,75,68,66,65,70,59,72,69,74,54,61,28,Pho Kim Long,Las Vegas,NV, vietnamese chinese,3.5,3434.0
1184,yg_A_TpYkJjr1fef0J6QkQ,217,22,20,23,17,15,30,24,24,12,17,11,2,Konjiki Ramen,Toronto,ON, ramen,4.0,570.0
1185,ygaOvp0PLBYaYeN9cZAlGg,794,86,70,69,56,77,61,76,75,72,52,76,24,Viet Noodle Bar,Las Vegas,NV, vietnamese bbq soup,4.0,1335.0
1186,yhgUyctWczUN13MinNgZ3w,285,19,39,52,27,20,21,18,24,17,13,24,11,Westgate Las Vegas Resort & Casino,Las Vegas,NV, casinos resorts,2.0,1995.0
1187,ynmTXY9yJDiNkO4HUmxRSQ,224,32,24,17,15,14,17,18,26,17,15,24,5,KaKa All You Can Eat,Toronto,ON, japanese sushi,3.5,219.0
1189,ysv6yhVYOoH9Pf7PlMyD0g,407,42,28,40,39,35,42,40,42,25,28,32,14,Wahlburgers,Las Vegas,NV, tradamerican burgers,3.5,1897.0
1191,z2CVPfaG8C_rydUZCcsqbw,295,45,25,28,29,32,19,20,29,18,15,23,12,Ramen Hashi,Las Vegas,NV, ramen,4.5,480.0
1193,z4sQ6HhRJUAnxm9mVJHkAg,386,90,79,77,24,18,13,24,13,8,23,12,5,Cheba Hut Durango,Las Vegas,NV, sandwiches,4.5,161.0
1194,z5J9U_HU4iVLwaCH6rdC2w,209,19,16,20,16,25,19,24,21,15,18,11,5,Lo-Lo's Chicken and Waffles,Las Vegas,NV, soulfood chickenshop breakfast_brunch,3.0,1366.0
1196,z7GAft_JrFNmAH5xbVeYSA,765,60,73,80,83,72,48,70,89,58,62,48,22,Southwest Airlines,Las Vegas,NV, airlines,3.0,763.0
1198,zFGqtqlZXQYYhBozM_ZpOw,395,43,27,43,35,39,36,46,37,33,25,22,9,TruFusion,Las Vegas,NV, pilates yoga cyclingclasses,4.5,301.0
1199,zK7sltLeRRioqYwgLiWUIA,456,39,34,67,40,29,37,45,42,48,36,29,10,"Flippin' Good Chicken, Burgers, Beer",Las Vegas,NV, burgers desserts,4.0,728.0
1200,zRqi6L1u-YmmVAHjeUbGMQ,265,20,17,31,20,32,20,22,26,32,15,26,4,SkinnyFATS,Las Vegas,NV, newamerican beerbar sandwiches,4.5,1260.0
1202,zXPCg2ZODobckHwvZGjuCw,292,0,0,0,0,0,30,84,53,45,45,26,9,Bluebei Sushi & Grill,Las Vegas,NV, sushi japanese,4.5,180.0
1203,zY-1U4rMVjMN_7gCjXJvow,228,0,13,2,15,69,49,35,15,4,15,11,0,Vegas Discount Nutrition Superstore,Las Vegas,NV, vitaminssupplements healthmarkets,4.0,3.0
1204,zaxK3ea92mvEBRy-jttngg,460,27,25,52,35,42,38,84,32,29,31,45,20,Virgil's Real BBQ - Las Vegas,Las Vegas,NV, bars bbq breakfast_brunch,4.0,696.0
1206,zgQHtqX0gqMw1nlBZl2VnQ,497,7,11,45,81,44,48,44,47,41,63,52,14,Momofuku Noodle Bar,Toronto,ON, ramen noodles,3.0,1031.0
1207,zhj1rDmdmliip6PMYudQug,341,14,24,38,32,53,36,42,36,21,22,16,7,Pedi Lounge N Nails,Las Vegas,NV, waxing othersalons eyelashservice,4.5,340.0
1210,zx_j6OuuHHa2afVoAZuLpA,241,31,22,33,31,18,26,19,9,16,17,13,6,what's Crepe,Las Vegas,NV, creperies desserts waffles,4.5,218.0
